Date,CO,CO2,NO2,SO2,O3,PM2.5,PM10,AQI
2024-03-10 05:00:00+00:00,76.0,,2.6,3.7,64.0,9.2,17.6,25.599998
2024-03-10 06:00:00+00:00,76.0,,3.9,3.8,57.0,9.7,18.6,22.8
2024-03-10 07:00:00+00:00,78.0,,6.4,3.9,48.0,10.1,19.3,22.841667
2024-03-10 08:00:00+00:00,81.0,,9.7,4.1,37.0,10.0,18.9,23.04167
2024-03-10 09:00:00+00:00,83.0,,12.3,4.3,29.0,10.2,18.5,23.166672
2024-03-10 10:00:00+00:00,83.0,,13.5,4.4,25.0,10.4,18.7,23.2
2024-03-10 11:00:00+00:00,82.0,,13.9,4.5,24.0,10.6,18.8,23.191666
2024-03-10 12:00:00+00:00,77.0,,10.7,3.9,29.0,10.8,19.6,23.166672
2024-03-10 13:00:00+00:00,77.0,,10.5,3.9,29.0,11.2,20.5,23.175001
2024-03-10 14:00:00+00:00,77.0,,10.3,4.0,28.0,11.3,20.6,23.191666
2024-03-10 15:00:00+00:00,77.0,,10.7,4.2,27.0,11.0,20.1,23.199999
2024-03-10 16:00:00+00:00,76.0,,12.0,4.7,24.0,10.8,19.7,23.158333
2024-03-10 17:00:00+00:00,76.0,,13.9,5.3,20.0,11.1,20.3,23.074999
2024-03-10 18:00:00+00:00,80.0,,15.5,6.1,17.0,11.4,20.7,22.983337
2024-03-10 19:00:00+00:00,94.0,,16.9,7.1,13.0,11.4,20.4,22.908333
2024-03-10 20:00:00+00:00,112.0,,18.0,8.2,10.0,12.8,22.5,22.758333
2024-03-10 21:00:00+00:00,122.0,,17.9,9.0,10.0,15.4,26.1,22.574999
2024-03-10 22:00:00+00:00,115.0,,15.6,9.3,16.0,16.1,28.6,22.341667
2024-03-10 23:00:00+00:00,100.0,,12.1,9.2,27.0,14.8,27.0,22.050001
2024-03-11 00:00:00+00:00,78.0,,7.0,6.7,43.0,10.0,18.4,21.824999
2024-03-11 01:00:00+00:00,76.0,,5.8,6.3,51.0,9.0,16.8,21.866669
2024-03-11 02:00:00+00:00,73.0,,4.3,5.7,62.0,9.0,16.9,24.8
2024-03-11 03:00:00+00:00,71.0,,3.2,5.3,70.0,9.1,17.5,28.0
2024-03-11 04:00:00+00:00,70.0,,2.8,5.1,72.0,9.3,17.9,28.800001
2024-03-11 05:00:00+00:00,70.0,,3.0,5.0,70.0,9.7,18.5,28.0
2024-03-11 06:00:00+00:00,71.0,,4.1,5.0,66.0,9.8,18.6,26.399998
2024-03-11 07:00:00+00:00,75.0,,6.8,5.2,57.0,9.9,18.2,22.8
2024-03-11 08:00:00+00:00,79.0,,10.4,5.5,45.0,9.8,17.5,22.091667
2024-03-11 09:00:00+00:00,83.0,,13.3,5.8,35.0,10.0,17.1,22.075
2024-03-11 10:00:00+00:00,84.0,,14.8,6.2,31.0,9.9,16.7,22.058334
2024-03-11 11:00:00+00:00,83.0,,15.6,6.7,29.0,9.6,16.1,22.016668
2024-03-11 12:00:00+00:00,84.0,,19.3,7.8,26.0,10.3,17.2,21.933334
2024-03-11 13:00:00+00:00,86.0,,19.7,7.9,24.0,10.0,16.2,21.891668
2024-03-11 14:00:00+00:00,88.0,,20.3,8.1,22.0,9.8,15.8,21.791666
2024-03-11 15:00:00+00:00,90.0,,20.8,8.2,20.0,10.0,15.9,21.66667
2024-03-11 16:00:00+00:00,91.0,,21.3,8.1,17.0,10.3,16.2,21.583332
2024-03-11 17:00:00+00:00,92.0,,21.6,8.0,15.0,10.4,16.2,21.541668
2024-03-11 18:00:00+00:00,96.0,,21.7,7.9,14.0,10.4,16.2,21.483335
2024-03-11 19:00:00+00:00,106.0,,21.5,8.0,14.0,10.7,16.4,21.399998
2024-03-11 20:00:00+00:00,118.0,,21.0,8.3,16.0,11.2,16.9,21.341667
2024-03-11 21:00:00+00:00,125.0,,19.6,8.4,22.0,14.1,20.9,21.208334
2024-03-11 22:00:00+00:00,121.0,,16.4,8.4,36.0,14.8,21.9,21.100002
2024-03-11 23:00:00+00:00,111.0,,12.3,8.4,55.0,12.9,19.3,22.0
2024-03-12 00:00:00+00:00,108.0,,9.5,8.5,87.0,10.9,16.4,34.8
2024-03-12 01:00:00+00:00,107.0,,7.8,7.8,101.0,9.8,14.8,40.666664
2024-03-12 02:00:00+00:00,106.0,,5.5,6.9,120.0,8.8,13.2,53.333336
2024-03-12 03:00:00+00:00,106.0,,4.1,6.4,135.0,8.4,13.0,60.90909
2024-03-12 04:00:00+00:00,108.0,,3.9,6.8,144.0,9.5,16.1,62.545452
2024-03-12 05:00:00+00:00,111.0,,4.5,7.6,149.0,10.9,19.6,63.454548
2024-03-12 06:00:00+00:00,115.0,,6.6,8.4,144.0,12.7,23.5,62.545452
2024-03-12 07:00:00+00:00,120.0,,11.1,9.3,125.0,12.7,23.9,56.666664
2024-03-12 08:00:00+00:00,125.0,,17.0,10.3,96.0,12.4,23.2,38.4
2024-03-12 09:00:00+00:00,129.0,,21.8,10.7,71.0,12.6,22.8,28.4
2024-03-12 10:00:00+00:00,130.0,,24.6,10.2,54.0,11.6,20.7,21.924995
2024-03-12 11:00:00+00:00,129.0,,26.3,9.1,40.0,11.4,19.9,22.066666
2024-03-12 12:00:00+00:00,190.0,,41.8,9.0,40.0,17.8,30.7,22.216665
2024-03-12 13:00:00+00:00,174.0,,36.9,7.9,45.0,16.4,28.8,22.841665
2024-03-12 14:00:00+00:00,153.0,,30.0,6.5,53.0,14.3,26.0,23.374998
2024-03-12 15:00:00+00:00,134.0,,24.1,5.3,59.0,12.0,22.9,23.749998
2024-03-12 16:00:00+00:00,121.0,,20.1,4.6,63.0,11.1,21.5,25.2
2024-03-12 17:00:00+00:00,110.0,,17.1,4.2,65.0,10.5,20.6,26.0
2024-03-12 18:00:00+00:00,107.0,,15.8,4.2,66.0,10.3,20.4,26.399998
2024-03-12 19:00:00+00:00,116.0,,17.6,4.8,63.0,10.4,19.8,25.2
2024-03-12 20:00:00+00:00,132.0,,21.1,5.8,58.0,11.6,21.2,23.958336
2024-03-12 21:00:00+00:00,140.0,,22.5,6.5,56.0,15.0,26.1,23.991665
2024-03-12 22:00:00+00:00,133.0,,19.5,6.7,62.0,16.1,28.8,24.8
2024-03-12 23:00:00+00:00,119.0,,14.5,6.7,71.0,13.5,25.1,28.4
2024-03-13 00:00:00+00:00,106.0,,7.9,5.9,86.0,9.3,17.9,34.4
2024-03-13 01:00:00+00:00,105.0,,6.9,6.0,90.0,8.7,16.8,36.0
2024-03-13 02:00:00+00:00,103.0,,5.5,6.1,96.0,8.4,16.2,38.4
2024-03-13 03:00:00+00:00,101.0,,4.6,6.3,99.0,8.2,15.8,39.6
2024-03-13 04:00:00+00:00,98.0,,4.1,6.6,100.0,7.9,15.1,40.0
2024-03-13 05:00:00+00:00,95.0,,4.1,6.9,98.0,7.7,14.7,39.2
2024-03-13 06:00:00+00:00,92.0,,5.2,7.2,92.0,7.4,14.7,36.8
2024-03-13 07:00:00+00:00,92.0,,8.3,7.4,77.0,6.9,13.7,30.8
2024-03-13 08:00:00+00:00,92.0,,12.5,7.4,56.0,6.3,12.4,22.625
2024-03-13 09:00:00+00:00,91.0,,15.7,7.4,40.0,6.5,12.0,22.116663
2024-03-13 10:00:00+00:00,87.0,,16.7,7.1,33.0,6.5,11.6,21.608332
2024-03-13 11:00:00+00:00,81.0,,16.8,6.7,30.0,6.6,11.5,21.18333
2024-03-13 12:00:00+00:00,84.0,,19.8,6.0,25.0,8.0,13.2,20.78333
2024-03-13 13:00:00+00:00,85.0,,20.3,6.6,24.0,8.4,13.9,19.966665
2024-03-13 14:00:00+00:00,85.0,,21.0,7.4,22.0,8.6,13.9,19.299997
2024-03-13 15:00:00+00:00,86.0,,21.3,8.0,20.0,8.7,13.9,18.824999
2024-03-13 16:00:00+00:00,85.0,,21.0,8.0,18.0,8.6,13.4,18.55
2024-03-13 17:00:00+00:00,85.0,,20.5,7.8,17.0,7.9,11.9,18.341665
2024-03-13 18:00:00+00:00,86.0,,19.7,7.5,16.0,7.7,11.3,18.125
2024-03-13 19:00:00+00:00,92.0,,18.9,7.3,14.0,8.0,11.4,17.908333
2024-03-13 20:00:00+00:00,100.0,,18.0,7.0,14.0,8.7,12.3,17.708334
2024-03-13 21:00:00+00:00,107.0,,16.7,6.9,19.0,11.0,15.5,17.466665
2024-03-13 22:00:00+00:00,112.0,,14.7,6.9,34.0,13.2,18.7,17.133333
2024-03-13 23:00:00+00:00,115.0,,12.3,7.0,56.0,13.8,19.7,22.4
2024-03-14 00:00:00+00:00,126.0,,16.9,11.3,83.0,15.2,22.0,33.2
2024-03-14 01:00:00+00:00,124.0,,14.4,11.3,103.0,14.8,21.4,42.0
2024-03-14 02:00:00+00:00,121.0,,10.9,11.3,130.0,13.8,21.0,60.0
2024-03-14 03:00:00+00:00,119.0,,8.2,10.7,147.0,13.3,21.8,63.09091
2024-03-14 04:00:00+00:00,119.0,,6.8,9.2,146.0,14.3,24.8,62.909092
2024-03-14 05:00:00+00:00,120.0,,6.1,7.1,135.0,15.2,27.4,60.90909
2024-03-14 06:00:00+00:00,118.0,,5.9,5.3,121.0,14.2,26.8,54.0
2024-03-14 07:00:00+00:00,111.0,,6.3,4.1,103.0,10.9,20.4,42.0
2024-03-14 08:00:00+00:00,101.0,,7.2,3.2,81.0,9.8,18.3,32.4
2024-03-14 09:00:00+00:00,94.0,,7.7,2.6,65.0,10.4,19.6,26.0
2024-03-14 10:00:00+00:00,92.0,,7.6,2.3,60.0,11.7,21.8,24.0
2024-03-14 11:00:00+00:00,92.0,,7.2,2.3,60.0,12.6,23.4,24.0
2024-03-14 12:00:00+00:00,88.0,,3.3,1.2,56.0,5.5,10.9,22.400002
2024-03-14 13:00:00+00:00,86.0,,3.3,1.2,52.0,6.4,12.5,22.191666
2024-03-14 14:00:00+00:00,83.0,,3.4,1.3,46.0,7.9,15.3,22.024998
2024-03-14 15:00:00+00:00,81.0,,3.6,1.4,41.0,8.4,15.9,21.966665
2024-03-14 16:00:00+00:00,79.0,,4.0,1.6,38.0,9.1,17.2,21.941666
2024-03-14 17:00:00+00:00,78.0,,4.6,1.8,35.0,10.4,19.6,21.983334
2024-03-14 18:00:00+00:00,77.0,,4.9,1.9,34.0,11.6,21.7,22.191666
2024-03-14 19:00:00+00:00,77.0,,4.9,1.9,34.0,11.8,22.2,22.516668
2024-03-14 20:00:00+00:00,77.0,,4.8,1.9,35.0,11.2,21.1,22.83333
2024-03-14 21:00:00+00:00,77.0,,4.4,1.8,36.0,11.7,22.2,23.041666
2024-03-14 22:00:00+00:00,76.0,,3.6,1.6,37.0,9.6,18.3,23.099998
2024-03-14 23:00:00+00:00,75.0,,2.5,1.4,39.0,8.9,17.0,22.800003
2024-03-15 00:00:00+00:00,75.0,,1.8,1.3,43.0,9.0,17.1,22.391665
2024-03-15 01:00:00+00:00,74.0,,1.7,1.3,44.0,8.7,16.3,21.875
2024-03-15 02:00:00+00:00,74.0,,1.5,1.4,45.0,8.2,15.4,21.366669
2024-03-15 03:00:00+00:00,73.0,,1.4,1.4,46.0,8.0,14.9,20.9
2024-03-15 04:00:00+00:00,72.0,,1.4,1.4,45.0,7.9,14.7,20.458334
2024-03-15 05:00:00+00:00,71.0,,1.5,1.3,44.0,7.9,14.9,19.925
2024-03-15 06:00:00+00:00,71.0,,2.2,1.4,42.0,8.1,15.3,19.316666
2024-03-15 07:00:00+00:00,72.0,,3.8,1.6,39.0,8.8,16.6,18.808332
2024-03-15 08:00:00+00:00,73.0,,6.0,1.9,36.0,9.1,17.2,18.633333
2024-03-15 09:00:00+00:00,74.0,,7.7,2.2,33.0,9.6,17.9,18.574999
2024-03-15 10:00:00+00:00,73.0,,8.5,2.4,31.0,9.8,18.1,18.508333
2024-03-15 11:00:00+00:00,72.0,,8.8,2.5,31.0,9.7,17.9,18.35
2024-03-15 12:00:00+00:00,76.0,,6.9,2.0,31.0,8.8,16.4,18.108334
2024-03-15 13:00:00+00:00,76.0,,7.4,2.1,30.0,9.3,17.2,18.383333
2024-03-15 14:00:00+00:00,77.0,,8.0,2.2,28.0,9.4,17.3,18.625002
2024-03-15 15:00:00+00:00,77.0,,8.7,2.3,27.0,9.3,17.1,18.75
2024-03-15 16:00:00+00:00,77.0,,9.4,2.5,26.0,9.5,17.4,18.825003
2024-03-15 17:00:00+00:00,77.0,,10.1,2.6,25.0,10.0,18.4,18.858335
2024-03-15 18:00:00+00:00,78.0,,10.8,2.9,24.0,10.7,19.6,18.825
2024-03-15 19:00:00+00:00,81.0,,11.9,3.3,23.0,14.1,26.0,18.750002
2024-03-15 20:00:00+00:00,85.0,,13.0,3.8,23.0,15.6,28.7,18.941668
2024-03-15 21:00:00+00:00,87.0,,13.0,4.1,24.0,15.5,28.3,19.308334
2024-03-15 22:00:00+00:00,85.0,,10.9,3.9,28.0,14.3,26.7,19.625002
2024-03-15 23:00:00+00:00,81.0,,7.6,3.4,34.0,12.5,23.5,20.016668
2024-03-16 00:00:00+00:00,74.0,,4.6,2.5,41.0,12.2,23.1,20.316668
2024-03-16 01:00:00+00:00,73.0,,4.1,2.4,43.0,12.4,23.5,20.583334
2024-03-16 02:00:00+00:00,73.0,,3.3,2.3,46.0,12.3,23.3,20.891668
2024-03-16 03:00:00+00:00,72.0,,2.9,2.2,47.0,12.3,23.3,21.233334
2024-03-16 04:00:00+00:00,71.0,,2.8,2.1,47.0,12.5,23.6,21.591667
2024-03-16 05:00:00+00:00,71.0,,2.9,2.0,45.0,12.4,23.4,21.975
2024-03-16 06:00:00+00:00,72.0,,4.0,2.0,43.0,12.1,22.8,22.350002
2024-03-16 07:00:00+00:00,76.0,,6.8,2.3,39.0,11.7,21.9,22.683334
2024-03-16 08:00:00+00:00,82.0,,10.5,2.7,33.0,13.0,24.1,22.925
2024-03-16 09:00:00+00:00,85.0,,13.1,3.1,29.0,12.1,22.1,23.25
2024-03-16 10:00:00+00:00,84.0,,13.6,3.3,28.0,12.5,22.9,23.458332
2024-03-16 11:00:00+00:00,82.0,,13.1,3.3,29.0,12.8,23.4,23.683334
2024-03-16 12:00:00+00:00,84.0,,17.1,5.5,23.0,11.5,20.8,23.941666
2024-03-16 13:00:00+00:00,80.0,,14.7,5.1,26.0,11.7,21.7,24.166664
2024-03-16 14:00:00+00:00,73.0,,11.6,4.5,30.0,11.1,20.8,24.366669
2024-03-16 15:00:00+00:00,70.0,,10.3,4.4,32.0,10.1,18.7,24.508333
2024-03-16 16:00:00+00:00,71.0,,12.7,5.0,28.0,10.2,18.6,24.575003
2024-03-16 17:00:00+00:00,74.0,,17.0,6.0,22.0,10.7,19.3,24.633335
2024-03-16 18:00:00+00:00,79.0,,20.3,7.1,17.0,11.1,19.7,24.691673
2024-03-16 19:00:00+00:00,86.0,,22.0,8.2,15.0,11.0,19.4,24.725002
2024-03-16 20:00:00+00:00,94.0,,22.7,9.4,16.0,11.8,20.7,24.46667
2024-03-16 21:00:00+00:00,98.0,,22.1,10.3,18.0,13.6,23.7,24.150002
2024-03-16 22:00:00+00:00,96.0,,19.3,10.7,23.0,14.6,25.7,23.991665
2024-03-16 23:00:00+00:00,90.0,,15.1,10.8,31.0,13.8,24.6,24.016668
2024-03-17 00:00:00+00:00,84.0,,14.1,8.8,41.0,9.0,15.3,24.125
2024-03-17 01:00:00+00:00,81.0,,12.0,7.5,44.0,9.1,15.6,23.858334
2024-03-17 02:00:00+00:00,78.0,,9.1,5.7,48.0,8.6,15.2,23.583336
2024-03-17 03:00:00+00:00,75.0,,7.0,4.3,50.0,7.3,13.0,23.275003
2024-03-17 04:00:00+00:00,74.0,,6.2,3.6,49.0,8.1,14.5,22.858335
2024-03-17 05:00:00+00:00,73.0,,6.2,3.2,47.0,9.4,17.0,22.491669
2024-03-17 06:00:00+00:00,74.0,,7.0,3.0,44.0,10.4,19.0,22.241669
2024-03-17 07:00:00+00:00,76.0,,8.6,2.9,40.0,12.3,22.5,22.100006
2024-03-17 08:00:00+00:00,79.0,,10.9,2.9,35.0,13.0,23.8,22.150002
2024-03-17 09:00:00+00:00,83.0,,13.6,3.2,31.0,13.0,23.5,22.150002
2024-03-17 10:00:00+00:00,87.0,,16.7,3.9,27.0,13.2,23.9,22.225
2024-03-17 11:00:00+00:00,91.0,,20.1,4.9,24.0,13.2,23.9,22.283335
2024-03-17 12:00:00+00:00,110.0,,23.3,3.8,17.0,13.6,23.3,22.316668
2024-03-17 13:00:00+00:00,109.0,,24.1,4.5,17.0,14.5,24.8,22.491669
2024-03-17 14:00:00+00:00,107.0,,25.2,5.4,16.0,14.1,24.0,22.725
2024-03-17 15:00:00+00:00,104.0,,25.6,6.2,16.0,13.6,23.1,22.975002
2024-03-17 16:00:00+00:00,99.0,,25.0,6.6,17.0,12.9,21.8,23.266668
2024-03-17 17:00:00+00:00,93.0,,23.7,6.9,18.0,11.6,19.6,23.491667
2024-03-17 18:00:00+00:00,91.0,,22.2,7.2,19.0,10.4,17.6,23.566668
2024-03-17 19:00:00+00:00,99.0,,20.8,7.9,19.0,9.8,16.3,23.508335
2024-03-17 20:00:00+00:00,110.0,,19.2,8.7,18.0,8.8,14.3,23.408333
2024-03-17 21:00:00+00:00,117.0,,17.0,8.9,20.0,9.3,14.6,23.158333
2024-03-17 22:00:00+00:00,112.0,,13.6,8.1,27.0,8.8,13.8,22.800003
2024-03-17 23:00:00+00:00,103.0,,9.7,6.8,37.0,6.5,10.2,22.316668
2024-03-18 00:00:00+00:00,104.0,,20.1,12.8,29.0,5.9,8.7,21.708334
2024-03-18 01:00:00+00:00,102.0,,17.1,12.1,41.0,6.4,9.4,21.450003
2024-03-18 02:00:00+00:00,99.0,,13.1,11.1,56.0,7.2,10.8,22.4
2024-03-18 03:00:00+00:00,96.0,,10.1,10.1,68.0,7.0,10.7,27.2
2024-03-18 04:00:00+00:00,94.0,,9.1,9.1,72.0,7.2,11.4,28.800001
2024-03-18 05:00:00+00:00,91.0,,9.2,8.2,72.0,7.0,11.6,28.800001
2024-03-18 06:00:00+00:00,89.0,,10.1,7.6,68.0,6.1,10.8,27.2
2024-03-18 07:00:00+00:00,87.0,,12.4,7.6,57.0,5.5,10.1,22.8
2024-03-18 08:00:00+00:00,85.0,,15.6,8.0,41.0,5.1,9.4,19.883333
2024-03-18 09:00:00+00:00,83.0,,17.4,7.9,30.0,5.7,10.2,19.225
2024-03-18 10:00:00+00:00,82.0,,16.5,6.9,28.0,6.1,10.9,18.616667
2024-03-18 11:00:00+00:00,80.0,,14.3,5.5,29.0,6.6,11.8,18.025
2024-03-18 12:00:00+00:00,80.0,,14.1,4.2,28.0,8.9,15.5,17.475002
2024-03-18 13:00:00+00:00,80.0,,13.2,4.4,30.0,8.8,15.4,17.083334
2024-03-18 14:00:00+00:00,80.0,,12.0,4.7,31.0,8.5,14.8,16.608335
2024-03-18 15:00:00+00:00,81.0,,11.4,5.0,32.0,7.6,13.4,16.141668
2024-03-18 16:00:00+00:00,82.0,,12.0,5.1,30.0,7.8,13.9,15.641668
2024-03-18 17:00:00+00:00,83.0,,13.2,5.1,26.0,7.6,13.5,15.216667
2024-03-18 18:00:00+00:00,85.0,,14.4,5.4,23.0,7.0,12.3,14.883335
2024-03-18 19:00:00+00:00,89.0,,15.9,6.5,20.0,6.7,11.6,14.600001
2024-03-18 20:00:00+00:00,94.0,,17.3,8.0,18.0,6.4,10.9,14.341667
2024-03-18 21:00:00+00:00,98.0,,17.4,8.8,20.0,6.6,10.5,14.141666
2024-03-18 22:00:00+00:00,100.0,,14.9,8.5,27.0,6.4,9.5,13.916666
2024-03-18 23:00:00+00:00,100.0,,11.0,7.5,38.0,6.7,9.6,15.2
2024-03-19 00:00:00+00:00,103.0,,12.8,8.7,36.0,4.8,6.9,14.400001
2024-03-19 01:00:00+00:00,103.0,,10.4,7.8,50.0,5.5,7.9,20.0
2024-03-19 02:00:00+00:00,103.0,,7.1,6.5,70.0,4.9,7.1,28.0
2024-03-19 03:00:00+00:00,103.0,,4.8,5.8,86.0,4.7,7.1,34.4
2024-03-19 04:00:00+00:00,105.0,,4.1,6.1,98.0,5.0,7.9,39.2
2024-03-19 05:00:00+00:00,108.0,,4.4,7.0,106.0,5.5,9.0,44.0
2024-03-19 06:00:00+00:00,109.0,,5.4,7.5,106.0,6.7,11.5,44.0
2024-03-19 07:00:00+00:00,106.0,,7.7,7.3,90.0,7.6,13.6,36.0
2024-03-19 08:00:00+00:00,101.0,,10.8,6.9,65.0,8.6,15.5,26.0
2024-03-19 09:00:00+00:00,96.0,,13.0,6.4,45.0,7.7,13.8,18.0
2024-03-19 10:00:00+00:00,91.0,,13.5,6.0,35.0,6.6,11.3,14.0
2024-03-19 11:00:00+00:00,86.0,,13.1,5.7,31.0,6.1,10.1,13.600001
2024-03-19 12:00:00+00:00,86.0,,12.9,5.1,28.0,2.8,4.4,13.558334
2024-03-19 13:00:00+00:00,85.0,,12.3,4.8,26.0,4.0,6.4,13.050001
2024-03-19 14:00:00+00:00,84.0,,11.5,4.4,24.0,4.3,6.8,12.650002
2024-03-19 15:00:00+00:00,84.0,,11.0,4.1,22.0,4.2,6.7,12.3
2024-03-19 16:00:00+00:00,84.0,,11.0,3.9,19.0,4.1,6.3,12.016666
2024-03-19 17:00:00+00:00,85.0,,11.3,3.9,16.0,3.8,5.7,11.708334
2024-03-19 18:00:00+00:00,90.0,,12.2,4.1,15.0,3.6,5.2,11.391667
2024-03-19 19:00:00+00:00,102.0,,14.4,4.7,14.0,3.6,5.1,11.108334
2024-03-19 20:00:00+00:00,118.0,,17.1,5.6,15.0,4.4,6.3,10.849999
2024-03-19 21:00:00+00:00,130.0,,18.4,6.4,22.0,8.2,11.7,10.683334
2024-03-19 22:00:00+00:00,134.0,,17.0,7.3,40.0,11.2,16.0,16.0
2024-03-19 23:00:00+00:00,134.0,,14.1,8.2,63.0,13.2,19.2,25.2
2024-03-20 00:00:00+00:00,180.0,,31.5,13.4,38.0,22.9,33.6,15.75
2024-03-20 01:00:00+00:00,169.0,,26.2,12.3,49.0,25.1,36.9,19.6
2024-03-20 02:00:00+00:00,154.0,,18.7,10.8,63.0,20.5,30.7,25.2
2024-03-20 03:00:00+00:00,136.0,,12.4,8.9,70.0,15.5,26.0,28.0
2024-03-20 04:00:00+00:00,113.0,,8.3,6.3,63.0,14.0,24.0,25.2
2024-03-20 05:00:00+00:00,86.0,,5.3,3.4,50.0,15.3,28.2,20.0
2024-03-20 06:00:00+00:00,68.0,,3.6,1.4,39.0,11.9,22.6,18.666666
2024-03-20 07:00:00+00:00,64.0,,3.8,1.1,36.0,11.6,21.9,19.1
2024-03-20 08:00:00+00:00,67.0,,5.1,1.8,36.0,11.0,21.0,19.433332
2024-03-20 09:00:00+00:00,70.0,,6.0,2.3,36.0,11.2,21.5,19.633333
2024-03-20 10:00:00+00:00,68.0,,5.5,2.3,36.0,14.8,28.2,19.925
2024-03-20 11:00:00+00:00,66.0,,4.4,2.3,37.0,10.5,20.1,20.608334
2024-03-20 12:00:00+00:00,64.0,,3.4,2.0,39.0,9.1,17.6,20.975
2024-03-20 13:00:00+00:00,64.0,,3.1,1.9,38.0,8.7,16.9,21.5
2024-03-20 14:00:00+00:00,64.0,,2.6,1.8,37.0,8.3,16.2,21.891668
2024-03-20 15:00:00+00:00,65.0,,2.5,1.7,36.0,8.3,16.3,22.224998
2024-03-20 16:00:00+00:00,66.0,,2.8,1.7,36.0,8.2,16.2,22.566666
2024-03-20 17:00:00+00:00,67.0,,3.3,1.9,35.0,7.7,15.0,22.908333
2024-03-20 18:00:00+00:00,69.0,,4.1,2.1,35.0,6.9,13.4,23.233335
2024-03-20 19:00:00+00:00,72.0,,5.7,2.6,34.0,6.5,12.7,23.508337
2024-03-20 20:00:00+00:00,77.0,,7.5,3.1,33.0,6.8,13.1,23.750002
2024-03-20 21:00:00+00:00,79.0,,8.3,3.4,33.0,8.0,15.2,23.950003
2024-03-20 22:00:00+00:00,78.0,,7.1,3.2,36.0,9.0,17.1,23.933332
2024-03-20 23:00:00+00:00,76.0,,4.9,2.7,41.0,8.8,16.9,23.75
2024-03-21 00:00:00+00:00,73.0,,3.4,3.0,43.0,10.2,19.4,23.383331
2024-03-21 01:00:00+00:00,73.0,,3.2,2.9,44.0,9.7,18.5,22.325003
2024-03-21 02:00:00+00:00,73.0,,2.9,2.7,45.0,9.7,18.4,21.041664
2024-03-21 03:00:00+00:00,73.0,,2.8,2.6,45.0,10.0,18.9,20.141663
2024-03-21 04:00:00+00:00,73.0,,2.6,2.5,45.0,10.3,19.4,19.683332
2024-03-21 05:00:00+00:00,73.0,,2.5,2.5,44.0,10.3,19.4,19.375
2024-03-21 06:00:00+00:00,75.0,,3.7,2.6,42.0,10.1,18.8,18.958334
2024-03-21 07:00:00+00:00,82.0,,7.0,2.9,38.0,9.5,17.6,18.808332
2024-03-21 08:00:00+00:00,91.0,,11.5,3.3,32.0,8.8,15.9,18.633333
2024-03-21 09:00:00+00:00,98.0,,15.4,3.6,27.0,9.7,17.0,18.45
2024-03-21 10:00:00+00:00,102.0,,18.4,3.9,23.0,10.6,18.2,18.325
2024-03-21 11:00:00+00:00,105.0,,20.9,4.2,20.0,11.1,18.6,17.975
2024-03-21 12:00:00+00:00,95.0,,17.6,3.9,21.0,9.9,16.7,18.025002
2024-03-21 13:00:00+00:00,98.0,,18.6,4.0,20.0,11.3,18.7,18.091667
2024-03-21 14:00:00+00:00,103.0,,19.9,4.2,18.0,11.8,19.4,18.308334
2024-03-21 15:00:00+00:00,106.0,,20.7,4.5,16.0,11.7,19.1,18.6
2024-03-21 16:00:00+00:00,105.0,,20.4,4.9,15.0,11.3,18.3,18.883333
2024-03-21 17:00:00+00:00,102.0,,19.5,5.4,15.0,10.7,17.3,19.141668
2024-03-21 18:00:00+00:00,102.0,,18.5,6.0,15.0,10.1,16.4,19.391668
2024-03-21 19:00:00+00:00,109.0,,17.8,6.8,15.0,9.6,15.6,19.658335
2024-03-21 20:00:00+00:00,118.0,,17.0,7.8,15.0,9.5,15.3,19.91667
2024-03-21 21:00:00+00:00,123.0,,16.0,8.6,18.0,10.8,17.2,20.141668
2024-03-21 22:00:00+00:00,121.0,,14.4,9.4,24.0,10.9,17.3,20.375002
2024-03-21 23:00:00+00:00,114.0,,12.6,10.1,33.0,10.3,16.8,20.533335
2024-03-22 00:00:00+00:00,94.0,,12.0,8.0,34.0,11.5,20.3,20.658337
2024-03-22 01:00:00+00:00,89.0,,10.4,7.1,38.0,13.0,23.6,20.766668
2024-03-22 02:00:00+00:00,82.0,,8.1,5.8,43.0,13.6,25.0,21.041668
2024-03-22 03:00:00+00:00,77.0,,6.5,4.9,46.0,12.0,22.1,21.366669
2024-03-22 04:00:00+00:00,73.0,,5.6,4.6,47.0,10.6,19.6,21.533335
2024-03-22 05:00:00+00:00,71.0,,5.4,4.6,46.0,9.5,17.7,21.558334
2024-03-22 06:00:00+00:00,71.0,,6.5,4.8,43.0,8.9,16.6,21.491669
2024-03-22 07:00:00+00:00,74.0,,10.0,5.4,37.0,8.2,15.2,21.391668
2024-03-22 08:00:00+00:00,80.0,,14.9,6.2,28.0,7.8,14.0,21.283333
2024-03-22 09:00:00+00:00,84.0,,18.8,6.9,21.0,8.7,15.3,21.199999
2024-03-22 10:00:00+00:00,84.0,,20.4,7.3,18.0,9.0,15.8,21.116667
2024-03-22 11:00:00+00:00,82.0,,21.1,7.5,16.0,9.5,16.6,20.983334
2024-03-22 12:00:00+00:00,90.0,,19.2,8.7,20.0,7.3,12.9,20.85
2024-03-22 13:00:00+00:00,92.0,,20.2,8.6,18.0,7.4,13.0,20.633333
2024-03-22 14:00:00+00:00,95.0,,21.6,8.5,14.0,7.6,13.1,20.308334
